inds count school domain1 domain2 domain3
169 2 Augusta University augusta.edu gru.edu NA
8430 3 University of Manchester manchester.ac.uk mbs.ac.uk man.ac.uk
7652 2 Universidad del País Vasco ehu.es ehu.eus NA
5515 2 Chinju National University of Education chinju-e.ac.kr cue.ac.kr NA
8454 3 Royal Holloway and Bedford New College royalholloway.ac.uk rhbnc.ac.uk rh.ac.uk
681 2 Northeastern University neu.edu northeastern.edu NA
1117 2 University of the Pacific uop.edu pacific.edu NA
5634 2 Kwangju University kwangju.ac.kr gwangju.ac.kr NA
5636 2 Kwangwoon University kwangwoon.ac.kr kw.ac.kr NA
1031 2 University of Massachusetts at Lowell uml.edu student.uml.edu NA
2153 2 St. Mary's University stmarys.ca smu.ca NA
8384 2 University of Essex essex.ac.uk sx.ac.uk NA
5521 2 Chonnam National University chonnam.ac.kr jnu.ac.kr NA
5581 2 Hanshin University hanshin.ac.kr hs.ac.kr NA
9674 2 Savannah College of Art and Design scad.edu student.scad.edu NA
1483 2 University of Technology Sydney uts.edu.au student.uts.edu.au NA
7715 2 Universitat Pompeu Fabra upf.es upf.edu NA
5640 2 Kyungil University kyungil.ac.kr kiu.ac.kr NA
